PERMNO,DATE,RET,YEAR
10177,03/21/1988,0.000000,1988
10177,03/22/1988,0.071429,1988
10177,03/23/1988,-0.200000,1988
10177,03/24/1988,0.166667,1988
10177,03/25/1988,-0.035714,1988
10177,03/28/1988,0.000000,1988
10177,03/29/1988,-0.111111,1988
10177,03/30/1988,0.083333,1988
10177,03/31/1988,0.038462,1988
10177,04/04/1988,0.000000,1988
10177,04/05/1988,0.000000,1988
10177,04/06/1988,0.000000,1988
10177,04/07/1988,-0.185185,1988
10177,04/08/1988,0.045455,1988
10177,04/11/1988,0.043478,1988
10177,04/12/1988,0.000000,1988
10177,04/13/1988,0.000000,1988
10177,04/14/1988,-0.041667,1988
10177,04/15/1988,0.000000,1988
10177,04/18/1988,0.043478,1988
10177,04/19/1988,0.000000,1988
10177,04/20/1988,0.000000,1988
10177,04/21/1988,0.000000,1988
10177,04/22/1988,-0.083333,1988
10177,04/25/1988,-0.090909,1988
10177,04/26/1988,0.000000,1988
10177,04/27/1988,0.200000,1988
10177,04/28/1988,0.000000,1988
10177,04/29/1988,0.000000,1988
10177,05/02/1988,0.000000,1988
10177,05/03/1988,0.000000,1988
10177,05/04/1988,0.000000,1988
10177,05/05/1988,0.000000,1988
10177,05/06/1988,0.000000,1988
10177,05/09/1988,0.000000,1988
10177,05/10/1988,0.000000,1988
10177,05/11/1988,0.000000,1988
10177,05/12/1988,0.000000,1988
10177,05/13/1988,0.000000,1988
10177,05/16/1988,0.000000,1988
10177,05/17/1988,0.000000,1988
10177,05/18/1988,0.041667,1988
10177,05/19/1988,-0.120000,1988
10177,05/20/1988,0.045455,1988
10177,05/23/1988,0.043478,1988
10177,05/24/1988,-0.083333,1988
10177,05/25/1988,0.090909,1988
10177,05/26/1988,-0.125000,1988
10177,05/27/1988,0.000000,1988
10177,05/31/1988,0.095238,1988
10177,06/01/1988,0.000000,1988
10177,06/02/1988,-0.086957,1988
10177,06/03/1988,-0.142857,1988
10177,06/06/1988,0.000000,1988
10177,06/07/1988,0.222222,1988
10177,06/08/1988,0.136364,1988
10177,06/09/1988,0.000000,1988
10177,06/10/1988,-0.040000,1988
10177,06/13/1988,0.083333,1988
10177,06/14/1988,0.076923,1988
10177,06/15/1988,0.000000,1988
10177,06/16/1988,0.000000,1988
10177,06/17/1988,0.000000,1988
10177,06/20/1988,0.000000,1988
10177,06/21/1988,-0.071429,1988
10177,06/22/1988,0.000000,1988
10177,06/23/1988,0.000000,1988
10177,06/24/1988,0.076923,1988
10177,06/27/1988,0.000000,1988
10177,06/28/1988,0.000000,1988
10177,06/29/1988,0.071429,1988
10177,06/30/1988,-0.066667,1988
10177,07/01/1988,0.071429,1988
10177,07/05/1988,-0.066667,1988
